#{"t_start": 1784215543.441835, "env_id": "None"}
r,l,t
599.741099,214,4846.955617
597.165189,209,4849.354928
874.141614,403,4854.320476
604.082949,127,4860.871114
696.833747,210,4863.252522
1097.902145,467,4868.781337
995.848178,295,4872.561829
991.973503,452,4878.016927
1060.122546,776,4892.195767
952.263399,863,4902.524207
597.205494,249,4905.876641
600.709838,145,4907.456968
243.532609,226,4909.908866
795.371463,303,4913.362467
887.070218,480,4923.230305
994.39298,424,4928.297405
1063.171154,607,4935.06461
344.145984,562,4941.6666
1103.920835,478,4953.050645
1074.850269,613,4960.357579
997.385649,335,4964.357688
789.806722,437,4970.270472
879.502813,514,4981.973321
995.918812,410,4986.800407
896.872548,363,4991.017227
792.974851,429,4996.304497
890.979001,456,5001.54358
685.38055,393,5009.994299
601.569252,48,5010.63319
153.011375,140,5012.591806
796.095189,362,5016.979259
786.608015,449,5022.517408
988.641526,385,5027.248852
53.364292,81,5028.168136
604.625532,139,5029.927688
606.860435,166,5036.786017
452.22908,168,5039.268087
599.242632,94,5040.597984
-55.04788,35,5041.020019
592.328377,307,5045.569433
687.362022,375,5050.553786
895.305992,284,5053.998328
998.986621,302,5057.532163
155.394639,158,5059.939673
701.891394,172,5061.988611
790.545512,329,5071.261361
895.904191,329,5075.420554
605.686311,205,5077.923371
979.958444,511,5084.146713
976.757316,638,5092.417272
1088.241727,469,5103.46764
691.034112,264,5141.058993
903.229433,325,5145.377537
798.185566,376,5149.749176
600.70198,116,5151.284345
896.672482,423,5156.495661
983.359222,513,5167.742917
604.025929,87,5169.104373
706.580807,218,5172.6362
598.873336,213,5175.413649
796.210175,267,5178.721854
804.826618,273,5182.49018
877.592524,596,5190.510953
259.580065,94,5191.729155
701.832129,258,5200.067929
700.988606,211,5202.897082
459.150381,354,5207.149804
462.400764,246,5210.303667
1091.288559,409,5215.497242
598.418317,240,5218.546906
701.639568,318,5222.74573
878.044094,529,5233.799324
1090.038733,490,5238.619031
991.583898,389,5242.163418
1098.027984,489,5246.765799
888.471053,439,5253.885709
888.417099,266,5256.981417
793.937514,376,5260.923128
1084.355181,578,5266.832994
