#{"t_start": 1784039131.0779603, "env_id": "None"}
r,l,t
690.59936,299,6538.206982
794.559196,330,6540.296772
794.245686,308,6542.169519
593.772917,140,6543.03031
891.325332,449,6545.784713
1056.480081,782,6552.457322
980.951293,421,6555.165653
595.54525,222,6556.569414
257.549227,236,6558.007528
695.440884,436,6560.670676
694.144027,252,6562.219866
977.413214,692,6568.409912
596.290635,246,6570.023215
793.245693,240,6571.534515
1076.829196,604,6575.326172
458.444757,337,6577.409658
588.658845,239,6578.870997
600.873811,154,6581.823349
1086.864566,498,6584.929526
777.693592,395,6587.340696
159.518144,209,6588.618958
160.71167,137,6589.419497
697.230446,329,6591.392442
788.057632,402,6593.819004
1093.721365,536,6623.859693
702.345501,315,6625.816054
985.079369,407,6628.330461
586.565964,246,6629.855947
887.93119,371,6632.206115
898.185905,438,6637.017063
599.763234,149,6637.927619
980.209219,535,6641.126559
593.21524,214,6642.446612
789.753679,412,6644.917857
688.179015,260,6646.579288
1082.194634,645,6652.48133
788.488202,403,6654.940769
972.665664,741,6659.443029
694.832065,278,6661.188114
164.477323,258,6664.705144
866.637518,741,6669.294866
787.819962,509,6672.420333
590.27157,224,6673.762507
698.179318,223,6675.148313
801.397898,275,6676.803576
158.266701,193,6680.054601
1063.065854,761,6684.696168
898.772479,263,6686.264653
879.03351,470,6689.119877
876.345755,469,6694.043662
887.728293,405,6696.619473
592.209907,214,6697.938314
701.84474,203,6699.185221
879.031589,437,6701.867148
882.187285,500,6704.911556
767.174738,562,6710.387789
1069.861001,613,6714.084532
800.798839,241,6715.514002
694.525609,274,6717.184777
596.596381,120,6717.955695
1091.837286,500,6722.887051
894.27353,323,6724.885968
884.325791,525,6728.154075
793.347591,410,6730.647422
780.322124,511,6733.795967
893.875861,287,6737.561784
154.635868,162,6738.567591
52.060573,185,6739.701261
1087.537824,506,6742.764765
1076.275152,629,6746.646894
700.784655,337,6748.735596
896.539563,342,6752.845633
867.173922,529,6756.219966
247.982936,364,6758.459188
50.419633,183,6759.564326
595.314922,167,6760.55451
971.83492,679,6790.167943
135.278596,514,6793.45601
786.761891,320,6795.380286
605.320459,165,6796.40947
1071.247724,578,6799.871528
882.056448,517,6804.938232
596.780378,192,6806.142627
886.898255,443,6808.856206
967.835167,559,6812.334268
984.207963,353,6814.519038
985.742662,337,6816.561848
672.77911,467,6821.393028
598.253307,207,6822.651385
690.200049,417,6825.208993
885.12729,367,6827.473258
966.990727,672,6833.50123
58.586713,91,6834.148421
1066.433839,649,6838.204469
1078.936404,679,6842.43357
785.759863,397,6844.804703
1066.924425,715,6851.199746
599.051869,301,6853.024776
153.871705,177,6854.113191
686.549259,291,6856.002753
600.549129,194,6857.199149
161.182383,344,6859.353619
802.348258,303,6863.130359
886.675311,423,6865.816484
600.40044,114,6866.538484
345.963115,493,6869.496907
994.564481,432,6872.174483
961.064761,736,6878.832257
785.075992,479,6881.813774
687.628579,399,6884.257729
692.406517,386,6886.681883
595.079926,171,6887.738299
881.366502,510,6892.887497
562.351834,528,6896.216352
787.924898,333,6898.270836
1090.801549,430,6900.947438
795.534224,327,6903.012165
598.12382,312,6904.892043
599.795948,223,6908.234173
602.635174,142,6909.080989
257.312128,255,6910.640999
254.390097,276,6912.314859
276.313632,278,6914.001295
1063.436552,635,6917.883916
886.157261,302,6921.634801
596.707392,199,6922.873914
456.63054,352,6925.020582
1074.295166,550,6928.380166
987.165442,446,6958.885581
783.997378,261,6960.499981
870.521461,638,6966.491655
880.478796,544,6969.727355
893.001301,405,6972.192521
799.427233,424,6974.729804
601.272857,267,6978.261684
892.435358,466,6981.194975
1076.76769,584,6984.773925
1076.678712,455,6987.564348
603.141924,207,6988.827038
878.807245,525,6993.920948
771.360983,524,6997.302648
979.542801,589,7001.001576
890.197848,423,7004.200942
596.112845,186,7005.268624
